Date,City,Latitude,Longitude,PM2.5,PM10,NO2,SO2,CO,Ozone,Aerosol_Optical_Depth,AQI_Class
2025-11-11 23:00:00,"Lahore, Pakistan",31.5497,74.3436,133.2,137.4,84.6,20.2,3708.0,28.0,0.43,Unhealthy
2025-11-12 00:00:00,"Lahore, Pakistan",31.5497,74.3436,132.7,136.9,80.2,18.8,3501.0,27.0,0.4,Unhealthy
2025-11-12 01:00:00,"Lahore, Pakistan",31.5497,74.3436,130.9,134.6,75.0,17.1,3195.0,27.0,0.38,Unhealthy
2025-11-12 02:00:00,"Lahore, Pakistan",31.5497,74.3436,128.1,131.3,68.1,15.7,2839.0,29.0,0.36,Unhealthy
2025-11-12 03:00:00,"Lahore, Pakistan",31.5497,74.3436,123.9,127.1,56.5,14.7,2270.0,36.0,0.34,Unhealthy
2025-11-12 04:00:00,"Lahore, Pakistan",31.5497,74.3436,119.7,122.9,43.1,13.9,1652.0,45.0,0.33,Unhealthy
2025-11-12 05:00:00,"Lahore, Pakistan",31.5497,74.3436,131.8,135.5,69.3,16.5,1531.0,20.0,0.41,Unhealthy
2025-11-12 06:00:00,"Lahore, Pakistan",31.5497,74.3436,126.7,129.9,68.6,16.1,2489.0,18.0,0.41,Unhealthy
2025-11-12 07:00:00,"Lahore, Pakistan",31.5497,74.3436,129.5,132.2,67.2,15.7,3944.0,18.0,0.4,Unhealthy
2025-11-12 08:00:00,"Lahore, Pakistan",31.5497,74.3436,128.5,130.9,61.7,16.5,4691.0,31.0,0.39,Unhealthy
2025-11-12 09:00:00,"Lahore, Pakistan",31.5497,74.3436,116.2,118.5,48.8,20.1,4003.0,71.0,0.38,Unhealthy
2025-11-12 10:00:00,"Lahore, Pakistan",31.5497,74.3436,103.1,106.4,31.8,24.9,2607.0,125.0,0.38,Unhealthy
2025-11-12 11:00:00,"Lahore, Pakistan",31.5497,74.3436,83.4,87.3,18.5,27.8,1486.0,165.0,0.37,Unhealthy
2025-11-12 12:00:00,"Lahore, Pakistan",31.5497,74.3436,63.3,66.8,9.6,26.8,959.0,183.0,0.36,Unhealthy
2025-11-12 13:00:00,"Lahore, Pakistan",31.5497,74.3436,50.1,52.7,4.4,23.8,707.0,187.0,0.37,Unhealthy for Sensitive
2025-11-12 14:00:00,"Lahore, Pakistan",31.5497,74.3436,43.2,45.6,7.3,21.3,752.0,180.0,0.37,Unhealthy for Sensitive
2025-11-12 15:00:00,"Lahore, Pakistan",31.5497,74.3436,40.6,43.0,24.1,20.1,1275.0,155.0,0.36,Unhealthy for Sensitive
2025-11-12 16:00:00,"Lahore, Pakistan",31.5497,74.3436,41.4,43.2,49.1,19.4,2095.0,119.0,0.34,Unhealthy for Sensitive
2025-11-12 17:00:00,"Lahore, Pakistan",31.5497,74.3436,79.4,82.0,81.2,23.2,2693.0,78.0,0.49,Unhealthy
2025-11-12 18:00:00,"Lahore, Pakistan",31.5497,74.3436,93.8,96.4,86.9,23.2,2828.0,64.0,0.46,Unhealthy
2025-11-12 19:00:00,"Lahore, Pakistan",31.5497,74.3436,105.0,107.8,94.6,23.2,2740.0,46.0,0.43,Unhealthy
2025-11-12 20:00:00,"Lahore, Pakistan",31.5497,74.3436,113.4,116.2,99.6,23.1,2629.0,31.0,0.41,Unhealthy
2025-11-12 21:00:00,"Lahore, Pakistan",31.5497,74.3436,118.7,121.5,100.3,22.7,2588.0,24.0,0.38,Unhealthy
2025-11-12 22:00:00,"Lahore, Pakistan",31.5497,74.3436,124.3,127.1,98.2,22.2,2524.0,20.0,0.35,Unhealthy
2025-11-12 23:00:00,"Lahore, Pakistan",31.5497,74.3436,128.5,131.3,93.3,21.5,2360.0,20.0,0.33,Unhealthy
2025-11-13 00:00:00,"Lahore, Pakistan",31.5497,74.3436,130.4,133.2,84.3,20.5,1997.0,24.0,0.3,Unhealthy
2025-11-13 01:00:00,"Lahore, Pakistan",31.5497,74.3436,129.9,132.7,72.4,19.3,1534.0,31.0,0.28,Unhealthy
2025-11-13 02:00:00,"Lahore, Pakistan",31.5497,74.3436,127.1,129.9,61.8,18.3,1194.0,36.0,0.27,Unhealthy
2025-11-13 03:00:00,"Lahore, Pakistan",31.5497,74.3436,122.0,124.8,52.7,17.5,922.0,39.0,0.26,Unhealthy
2025-11-13 04:00:00,"Lahore, Pakistan",31.5497,74.3436,117.1,119.7,44.7,16.8,774.0,41.0,0.25,Unhealthy
2025-11-13 05:00:00,"Lahore, Pakistan",31.5497,74.3436,147.6,151.3,71.2,19.5,1136.0,17.0,0.32,Unhealthy
2025-11-13 06:00:00,"Lahore, Pakistan",31.5497,74.3436,148.5,152.3,75.4,20.5,2630.0,13.0,0.32,Unhealthy
2025-11-13 07:00:00,"Lahore, Pakistan",31.5497,74.3436,156.5,160.2,80.3,21.8,4634.0,10.0,0.31,Hazardous
2025-11-13 08:00:00,"Lahore, Pakistan",31.5497,74.3436,162.1,164.8,78.2,22.9,5674.0,20.0,0.3,Hazardous
2025-11-13 09:00:00,"Lahore, Pakistan",31.5497,74.3436,136.0,138.3,62.4,23.8,4814.0,57.0,0.29,Unhealthy
2025-11-13 10:00:00,"Lahore, Pakistan",31.5497,74.3436,103.1,105.2,39.6,24.4,2989.0,109.0,0.29,Unhealthy
2025-11-13 11:00:00,"Lahore, Pakistan",31.5497,74.3436,68.5,70.5,21.5,24.1,1528.0,148.0,0.29,Unhealthy
2025-11-13 12:00:00,"Lahore, Pakistan",31.5497,74.3436,41.6,43.2,11.5,22.2,913.0,166.0,0.29,Unhealthy for Sensitive
2025-11-13 13:00:00,"Lahore, Pakistan",31.5497,74.3436,30.5,32.1,6.2,19.4,661.0,173.0,0.29,Moderate
2025-11-13 14:00:00,"Lahore, Pakistan",31.5497,74.3436,26.0,27.9,7.4,17.2,654.0,168.0,0.28,Moderate
2025-11-13 15:00:00,"Lahore, Pakistan",31.5497,74.3436,24.0,26.3,18.3,16.1,941.0,149.0,0.27,Moderate
2025-11-13 16:00:00,"Lahore, Pakistan",31.5497,74.3436,25.0,26.9,35.6,15.6,1472.0,118.0,0.26,Moderate
2025-11-13 17:00:00,"Lahore, Pakistan",31.5497,74.3436,46.0,48.9,55.7,15.0,1980.0,82.0,0.32,Unhealthy for Sensitive
2025-11-13 18:00:00,"Lahore, Pakistan",31.5497,74.3436,56.3,59.1,64.6,15.4,2434.0,67.0,0.3,Unhealthy
2025-11-13 19:00:00,"Lahore, Pakistan",31.5497,74.3436,65.7,68.7,76.7,16.0,2865.0,47.0,0.28,Unhealthy
2025-11-13 20:00:00,"Lahore, Pakistan",31.5497,74.3436,75.4,78.7,85.2,16.6,3097.0,31.0,0.27,Unhealthy
2025-11-13 21:00:00,"Lahore, Pakistan",31.5497,74.3436,84.3,87.5,86.6,17.1,3023.0,24.0,0.26,Unhealthy
2025-11-13 22:00:00,"Lahore, Pakistan",31.5497,74.3436,92.9,96.6,84.4,17.6,2750.0,22.0,0.24,Unhealthy
2025-11-13 23:00:00,"Lahore, Pakistan",31.5497,74.3436,99.2,103.1,81.7,17.8,2418.0,20.0,0.24,Unhealthy
2025-11-14 00:00:00,"Lahore, Pakistan",31.5497,74.3436,102.9,107.1,80.1,17.4,2018.0,18.0,0.24,Unhealthy
2025-11-14 01:00:00,"Lahore, Pakistan",31.5497,74.3436,105.2,109.7,78.0,16.7,1559.0,16.0,0.24,Unhealthy
2025-11-14 02:00:00,"Lahore, Pakistan",31.5497,74.3436,107.1,111.8,74.4,16.1,1209.0,15.0,0.25,Unhealthy
2025-11-14 03:00:00,"Lahore, Pakistan",31.5497,74.3436,108.0,112.7,67.5,15.5,859.0,16.0,0.25,Unhealthy
2025-11-14 04:00:00,"Lahore, Pakistan",31.5497,74.3436,108.5,113.4,59.1,15.0,617.0,19.0,0.26,Unhealthy
2025-11-14 05:00:00,"Lahore, Pakistan",31.5497,74.3436,119.2,124.3,83.5,17.9,975.0,0.0,0.28,Unhealthy
2025-11-14 06:00:00,"Lahore, Pakistan",31.5497,74.3436,121.1,126.2,79.8,17.9,2649.0,1.0,0.27,Unhealthy
2025-11-14 07:00:00,"Lahore, Pakistan",31.5497,74.3436,128.5,134.1,74.1,18.1,4923.0,4.0,0.26,Unhealthy
2025-11-14 08:00:00,"Lahore, Pakistan",31.5497,74.3436,128.1,131.8,65.6,19.2,6141.0,19.0,0.26,Unhealthy
2025-11-14 09:00:00,"Lahore, Pakistan",31.5497,74.3436,115.5,119.0,51.8,22.2,5278.0,58.0,0.28,Unhealthy
2025-11-14 10:00:00,"Lahore, Pakistan",31.5497,74.3436,98.0,102.9,35.1,26.1,3360.0,109.0,0.29,Unhealthy
2025-11-14 11:00:00,"Lahore, Pakistan",31.5497,74.3436,77.1,82.4,21.9,28.6,1804.0,149.0,0.3,Unhealthy
2025-11-14 12:00:00,"Lahore, Pakistan",31.5497,74.3436,58.3,63.1,12.4,28.4,1082.0,169.0,0.3,Unhealthy
2025-11-14 13:00:00,"Lahore, Pakistan",31.5497,74.3436,48.9,52.9,6.3,26.9,724.0,177.0,0.31,Unhealthy for Sensitive
2025-11-14 14:00:00,"Lahore, Pakistan",31.5497,74.3436,44.7,48.2,8.9,25.6,731.0,172.0,0.31,Unhealthy for Sensitive
2025-11-14 15:00:00,"Lahore, Pakistan",31.5497,74.3436,43.8,47.0,26.3,25.0,1240.0,148.0,0.31,Unhealthy for Sensitive
2025-11-14 16:00:00,"Lahore, Pakistan",31.5497,74.3436,46.1,48.7,52.5,24.6,2115.0,110.0,0.3,Unhealthy for Sensitive
2025-11-14 17:00:00,"Lahore, Pakistan",31.5497,74.3436,75.4,80.3,66.0,24.8,2954.0,81.0,0.42,Unhealthy
2025-11-14 18:00:00,"Lahore, Pakistan",31.5497,74.3436,94.5,99.4,74.2,25.0,3674.0,65.0,0.41,Unhealthy
2025-11-14 19:00:00,"Lahore, Pakistan",31.5497,74.3436,107.1,112.2,85.5,25.4,4358.0,44.0,0.4,Unhealthy
2025-11-14 20:00:00,"Lahore, Pakistan",31.5497,74.3436,117.6,122.9,93.0,25.9,4857.0,28.0,0.4,Unhealthy
2025-11-14 21:00:00,"Lahore, Pakistan",31.5497,74.3436,126.7,132.2,93.2,26.6,5102.0,23.0,0.39,Unhealthy
2025-11-14 22:00:00,"Lahore, Pakistan",31.5497,74.3436,135.0,141.1,89.6,27.5,5161.0,23.0,0.38,Unhealthy
2025-11-14 23:00:00,"Lahore, Pakistan",31.5497,74.3436,140.6,147.1,86.6,28.2,5091.0,24.0,0.37,Unhealthy
2025-11-15 00:00:00,"Lahore, Pakistan",31.5497,74.3436,143.4,150.4,86.0,29.0,4872.0,23.0,0.37,Unhealthy
2025-11-15 01:00:00,"Lahore, Pakistan",31.5497,74.3436,146.2,153.2,85.9,29.6,4523.0,23.0,0.36,Unhealthy
2025-11-15 02:00:00,"Lahore, Pakistan",31.5497,74.3436,148.5,156.0,85.0,29.5,4160.0,22.0,0.36,Unhealthy
2025-11-15 03:00:00,"Lahore, Pakistan",31.5497,74.3436,150.4,157.9,82.1,27.9,3602.0,19.0,0.36,Hazardous
2025-11-15 04:00:00,"Lahore, Pakistan",31.5497,74.3436,150.9,158.3,78.3,25.5,3029.0,16.0,0.35,Hazardous
2025-11-15 05:00:00,"Lahore, Pakistan",31.5497,74.3436,155.1,163.4,91.6,29.7,3099.0,8.0,0.32,Hazardous
2025-11-15 06:00:00,"Lahore, Pakistan",31.5497,74.3436,157.9,165.8,91.7,29.3,4611.0,6.0,0.31,Hazardous
2025-11-15 07:00:00,"Lahore, Pakistan",31.5497,74.3436,167.6,176.0,90.9,28.7,6766.0,6.0,0.3,Hazardous
2025-11-15 08:00:00,"Lahore, Pakistan",31.5497,74.3436,177.0,183.5,84.4,28.6,7825.0,18.0,0.3,Hazardous
2025-11-15 09:00:00,"Lahore, Pakistan",31.5497,74.3436,143.4,148.1,66.8,29.4,6708.0,55.0,0.29,Unhealthy
2025-11-15 10:00:00,"Lahore, Pakistan",31.5497,74.3436,107.8,113.4,43.4,30.7,4496.0,105.0,0.29,Unhealthy
2025-11-15 11:00:00,"Lahore, Pakistan",31.5497,74.3436,71.7,76.1,24.8,31.1,2689.0,143.0,0.29,Unhealthy
2025-11-15 12:00:00,"Lahore, Pakistan",31.5497,74.3436,50.9,54.1,13.5,30.1,1741.0,160.0,0.28,Unhealthy for Sensitive
2025-11-15 13:00:00,"Lahore, Pakistan",31.5497,74.3436,40.3,42.6,6.9,28.3,1198.0,164.0,0.27,Unhealthy for Sensitive
2025-11-15 14:00:00,"Lahore, Pakistan",31.5497,74.3436,34.6,36.3,8.0,26.6,1200.0,158.0,0.26,Moderate
2025-11-15 15:00:00,"Lahore, Pakistan",31.5497,74.3436,31.3,32.8,21.3,25.3,1922.0,137.0,0.25,Moderate
2025-11-15 16:00:00,"Lahore, Pakistan",31.5497,74.3436,31.2,32.4,42.3,24.2,3187.0,104.0,0.23,Moderate
2025-11-15 17:00:00,"Lahore, Pakistan",31.5497,74.3436,57.9,60.5,61.7,24.5,4609.0,71.0,0.35,Unhealthy
2025-11-15 18:00:00,"Lahore, Pakistan",31.5497,74.3436,70.8,73.3,67.4,24.9,6404.0,60.0,0.34,Unhealthy
2025-11-15 19:00:00,"Lahore, Pakistan",31.5497,74.3436,82.4,85.0,75.1,25.3,8354.0,44.0,0.33,Unhealthy
2025-11-15 20:00:00,"Lahore, Pakistan",31.5497,74.3436,91.7,94.5,79.8,25.6,9419.0,32.0,0.33,Unhealthy
2025-11-15 21:00:00,"Lahore, Pakistan",31.5497,74.3436,99.2,101.7,78.7,25.5,8926.0,28.0,0.33,Unhealthy
2025-11-15 22:00:00,"Lahore, Pakistan",31.5497,74.3436,105.5,108.3,74.7,25.2,7548.0,27.0,0.32,Unhealthy
2025-11-15 23:00:00,"Lahore, Pakistan",31.5497,74.3436,110.1,112.9,71.4,24.7,6257.0,26.0,0.32,Unhealthy
2025-11-16 00:00:00,"Lahore, Pakistan",31.5497,74.3436,113.4,116.2,69.9,24.0,5367.0,23.0,0.31,Unhealthy
2025-11-16 01:00:00,"Lahore, Pakistan",31.5497,74.3436,116.4,119.7,69.1,23.2,4565.0,20.0,0.31,Unhealthy
